<<<<<<< HEAD
Fuel,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
EL3_1,1,2,2,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55
EL3_2,1,2,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
EL3_3,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5
EL3_4,0.159466095,0.24507868,0.334806939,0.514459443,0.702408627,0.159466095,0.24507868,0.334806939,0.514459443,0.702408627,0.988987035,1.380466173,1.884064806,2.410609963,3.059024847,3.938260533,4.546645572,4.652281245,4.760072747,4.86930147,4.980686022,5.094945015,5.210641227,5.32777466,5.438248973,5.551871482,5.665493992,5.779116501,5.892739011
EL3_5,0.328829407,0.449220501,0.690265648,0.942442697,0.942442697,0.213960438,0.328829407,0.449220501,0.690265648,0.942442697,1.326953533,1.852212821,2.527906194,3.234387605,4.10438528,5.284082141,6.100370574,6.24210512,6.386732208,6.533287657,6.682735648,6.836040362,6.991273436,7.148434872,7.296661567,7.449112292,7.601563017,7.754013742,7.906464467
=======
REF,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,ElecStart
209_0,0,0,0,0,0,0.106661125,0.163924298,0.223940298,0.344103385,0.469815822,0.661497793,0.923344083,1.260183064,1.612370147,2.046071499,2.63416057,3.041087402,3.111743297,3.183841149,3.256900306,3.33140142,3.407825143,3.485210171,3.563556504,3.637448791,3.713446794,3.789444796,3.865442799,3.941440802,0
209_1,0.030939361,0.030939361,0.03280854,0.034803798,0.037511841,0.040100696,0.042935183,0.045907718,0.049040925,0.052707796,0.055834372,0.058922358,0.061966347,0.065173449,0.068341374,0.071252199,0.075331059,0.080620768,0.086315503,0.092452289,0.09908884,0.106242623,0.113995699,0.121881041,0.123136216,0.129273002,0.135409787,0.141546573,0.147683359,1
210_0,0,0,0,0,0,0.185860395,0.28564329,0.390223074,0.599611065,0.818668974,1.152680891,1.608956358,2.195908968,2.809606134,3.5653445,4.590108363,5.299191277,5.422311416,5.54794421,5.675252109,5.805072663,5.938243425,6.073089292,6.209610262,6.338369917,6.470798848,6.603227778,6.735656709,6.868085639,0
211_0,0,0,0,0,0,0.453442348,0.696882002,0.952024593,1.462867058,1.997301156,2.812187768,3.925359939,5.357344248,6.854577071,8.698346847,11.19845631,12.9284011,13.22877646,13.53528194,13.84587416,14.16259649,14.4874923,14.81647485,15.14954413,15.46367819,15.78676416,16.10985012,16.43293609,16.75602205,0
212_0,0,0,0,0,0,0.182126982,0.27990552,0.38238459,0.587566566,0.802224218,1.129526774,1.576636951,2.151799334,2.753169051,3.493726758,4.497905998,5.192745431,5.313392433,5.436501618,5.561252259,5.688465084,5.81896082,5.951098012,6.08487666,6.211049896,6.340818702,6.470587508,6.600356314,6.730125119,0
213_0,0,0,0,0,0,0.152318515,0.234093777,0.319800242,0.491400371,0.670925307,0.944658713,1.318590996,1.799617359,2.302561739,2.921913407,3.761740041,4.34285608,4.443756956,4.546717034,4.651049912,4.757441993,4.866579675,4.977090159,5.088973443,5.194496083,5.30302581,5.411555538,5.520085266,5.628614993,0
214_0,0,0,0,0,0,0.151393181,0.232671658,0.317857456,0.488415115,0.666849438,0.938919915,1.31058056,1.788684689,2.288573684,2.904162792,3.738887482,4.316473243,4.416761147,4.519095742,4.622794799,4.728540548,4.837015219,4.946854352,5.058057946,5.162939536,5.270809946,5.378680356,5.486550766,5.594421176,0
215_0,0,0,0,0,0,0.609997053,0.937486253,1.280718924,1.967933957,2.686885829,3.783118754,5.280622784,7.207011469,9.221176255,11.70152273,15.06481557,17.39203804,17.79612048,18.2084495,18.62627624,19.05234956,19.48941832,19.9319848,20.38004901,20.80264044,21.23727449,21.67190855,22.1065426,22.54117666,0
215_1,68.90331312,68.90331312,71.27126874,76.23237432,84.18800905,90.64207436,98.02259706,105.8285953,113.3496309,122.9519074,129.7874682,136.0902788,141.8225948,147.8951042,153.3345345,157.1686888,165.3986929,178.5758649,192.8636942,208.3691189,225.317993,243.7033275,263.8719877,283.9938489,300.4077998,318.7090774,337.0103549,355.3116325,373.61291,1
216_0,0,0,0,0,0,0.184063978,0.282882431,0.386451408,0.593815578,0.810756203,1.141539757,1.593405135,2.174684606,2.782450138,3.530883982,4.545743082,5.247972419,5.369902551,5.494321053,5.620398468,5.748964254,5.880847866,6.014390392,6.149591831,6.277106971,6.408255922,6.539404872,6.670553823,6.801702773,0
217_0,0,0,0,0,0,0.433921634,0.666881201,0.911039892,1.399890565,1.911317251,2.691122958,3.756373016,5.126710336,6.559487219,8.323882622,10.71636226,12.37183284,12.65927704,12.95258744,13.24980865,13.55289607,13.8638051,14.17862493,14.49735557,14.79796615,15.10714325,15.41632035,15.72549745,16.03467455,0
217_1,23.14956386,23.14956386,24.08308792,25.71009501,28.235019,30.35047462,32.74802889,35.27945794,37.76455611,40.88027027,43.18662273,45.34833057,47.35468823,49.47711442,51.42879978,52.9205373,55.7512137,60.07100751,64.74791303,69.81597643,75.34359777,81.33195591,87.88497324,94.44850658,99.79865212,105.7614612,111.7242702,117.6870792,123.6498883,1
218_0,0,0,0,0,0,0.862319106,1.325272481,1.810481532,2.781959427,3.798301938,5.347985813,7.464924463,10.18815364,13.03546703,16.5417957,21.29629684,24.58616257,25.15739157,25.74027831,26.33093687,26.93325317,27.55111311,28.17674487,28.81014846,29.4075426,30.02196073,30.63637887,31.250797,31.86521514,0
218_1,152.7283875,152.7283875,160.2401396,170.5841229,185.7914251,199.2290381,214.2417863,230.0487961,246.0346558,265.5080501,280.8202014,295.5148578,309.5407617,324.3498119,338.4438385,350.2817979,369.6006488,397.0474888,426.6930892,458.7436118,493.576968,531.235522,572.2811949,613.6535567,647.3380212,684.8544109,722.3708007,759.8871904,797.4035801,1
219_0,0,0,0,0,0,0.758330869,1.165456065,1.592153095,2.446479145,3.340259526,4.703064909,6.56471904,8.959550292,11.46350228,14.546998,18.72814735,21.62128369,22.12362741,22.63622304,23.15565328,23.68533543,24.2286868,24.77887278,25.33589336,25.86124693,26.40157154,26.94189615,27.48222077,28.02254538,0
219_1,256.6676368,256.6676368,269.6444633,286.9262566,312.1043794,334.5515439,359.5711854,385.9024103,412.6606091,445.1042189,470.8621152,495.6701479,519.4472304,544.5449655,568.5484086,588.9635049,621.5976964,667.4487933,716.9539853,770.4549221,828.5675644,891.3721311,959.7806849,1028.805386,1084.992998,1147.565537,1210.138076,1272.710615,1335.283154,1
220_0,0,0,0,0,0,1.246313753,1.915422386,2.616697248,4.020778698,5.489703182,7.729468383,10.78908951,14.7249851,18.84022019,23.90793307,30.77963533,35.53449334,36.36009323,37.2025421,38.05622362,38.92675412,39.81974993,40.72397838,41.63943949,42.50285597,43.39087731,44.27889866,45.16692,46.05494134,0
220_1,128.6019795,128.6019795,134.9121382,143.626405,156.447469,167.7680926,180.4181923,193.7380688,207.2031822,223.6123512,236.5045886,248.8731505,260.6746622,273.1354146,284.9895437,294.9353835,311.1953279,334.3180551,359.2939458,386.2967987,415.6456383,447.3757538,481.9616687,516.819819,545.2010132,576.8111301,608.421247,640.0313639,671.6414808,1
221_0,0,0,0,0,0,1.690121335,2.597497005,3.548493176,5.452562685,7.444565585,10.48190265,14.6310432,19.96849623,25.54915086,32.42145701,41.74014629,48.18819113,49.307784,50.45022571,51.60789997,52.78842306,53.99941127,55.22563204,56.46708536,57.63796117,58.84220353,60.04644589,61.25068825,62.45493061,0
221_1,88.39446324,88.39446324,92.63821682,98.65493245,107.567779,115.3848826,124.1355728,133.3527845,142.6363282,153.9899884,162.8448149,171.3164097,179.3736198,187.8827563,195.9464869,202.644741,213.7765077,229.7426819,246.9934993,265.6496962,285.9356251,307.8731511,331.7969895,355.8901598,375.5094577,397.3626779,419.2158981,441.0691184,462.9223386,1
222_0,0,0,0,0,0,0.895899031,1.376880466,1.880984243,2.89029286,3.946213186,5.556243942,7.755619176,10.58489474,13.54308655,17.18595661,22.12560475,25.5435825,26.13705597,26.74264114,27.35630078,27.98207212,28.62399241,29.27398715,29.93205637,30.55271389,31.19105833,31.82940278,32.46774722,33.10609167,0
222_1,123.2407626,123.2407626,129.1437397,137.5362835,149.9774105,160.8813871,173.0898836,185.9497132,198.8971094,214.7375156,227.0820605,238.8888826,250.1143515,261.969726,273.1999362,282.5184853,298.0320183,320.3029542,344.3665523,370.391332,398.6908327,429.2951881,462.6723174,496.2829218,523.6527733,554.1393206,584.625868,615.1124154,645.5989628,1
223_0,0,0,0,0,0,0.713564132,1.096655405,1.498163121,2.302055527,3.143073147,4.425427697,6.177182332,8.430638909,10.78677447,13.68824141,17.62256393,20.34490902,20.81759776,21.2999332,21.78869978,22.28711307,22.79838864,23.31609535,23.8402332,24.33457344,24.84300093,25.35142843,25.85985592,26.36828342,0
223_1,267.2540267,267.2540267,280.6267601,298.6615293,325.0275514,348.4540146,374.5885126,402.0978541,430.0018807,463.8951201,490.7055194,516.4921919,541.1687111,567.2185632,592.0866159,613.13815,647.0520756,694.9027551,746.5744417,802.4247775,863.1026838,928.6881258,1000.143525,1072.213985,1130.885197,1196.226322,1261.567448,1326.908574,1392.2497,1
224_0,0,0,0,0,0,0.663233473,1.019303718,1.392491418,2.139681935,2.921379069,4.113283796,5.741479859,7.835990731,10.02593821,12.72275256,16.37957088,18.9098976,19.34924563,19.79755994,20.25185177,20.71510989,21.19032306,21.67151375,22.15868197,22.61815433,23.09072031,23.56328629,24.03585227,24.50841824,0
224_1,45.05466202,45.05466202,46.931235,50.0805664,54.93064946,59.02493145,63.65562307,68.54294064,73.36147135,79.37763364,83.87059489,88.09690707,92.03658956,96.202937,100.0551401,103.046529,108.5841154,116.9450138,125.993997,135.7965124,146.4824457,158.0556175,170.7128265,183.4018587,193.7433519,205.267964,216.7925761,228.3171881,239.8418002,1
225_0,0,0,0,0,0,1.225563522,1.883531976,2.573131115,3.953835616,5.398303561,7.600778277,10.6094589,14.47982466,18.52654403,23.50988313,30.26717647,34.9428695,35.75472375,36.58314645,37.42261479,38.27865158,39.15677964,40.04595334,40.94617267,41.7952139,42.66845032,43.54168674,44.41492317,45.28815959,0
225_1,25.85333157,25.85333157,26.94899711,28.75071577,31.51358545,33.85574134,36.50171611,39.29370881,42.05298029,45.49010337,48.06959943,50.50077864,52.77244557,55.17441997,57.40186356,59.1461983,62.3327502,67.11574518,72.29138692,77.89697344,84.00601388,90.62118259,97.85368337,105.1080297,111.0197296,117.6074014,124.1950731,130.7827449,137.3704167,1
226_0,0,0,0,0,0,0.361489498,0.555562413,0.758965045,1.166214582,1.592271643,2.241908699,3.129342462,4.270936958,5.464548327,6.934422973,8.927539228,10.30667127,10.546134,10.79048372,11.03809144,11.29058615,11.54959686,11.81186556,12.07739226,12.32782357,12.58539145,12.84295933,13.10052721,13.35809509,0
226_1,4.125858501,4.125858501,4.302958186,4.589841683,5.02835194,5.401268311,5.822195534,6.266277654,6.705942126,7.252665993,7.664479793,8.05318317,8.417021634,8.801684352,9.159177131,9.44086405,9.950464907,10.71202168,11.53597875,12.42825779,13.40046814,14.453094,15.60367673,16.75817283,17.69892668,18.7472082,19.79548971,20.84377123,21.89205275,1
227_0,0,0,0,0,0,1.246551215,1.915787335,2.617195813,4.021544785,5.490749147,7.730941095,10.79114517,14.72779068,18.84380985,23.9124883,30.78549984,35.5412638,36.367021,37.20963038,38.06347456,38.93417092,39.82733687,40.7317376,41.64737313,42.51095413,43.39914467,44.28733521,45.17552575,46.06371628,0
227_1,186.9977384,186.9977384,198.2858201,210.3478462,226.7251958,242.3758029,259.5129653,277.4851003,296.425031,318.5950245,337.4914174,356.1522711,374.5447659,393.9230037,413.0616458,430.6410452,455.2893087,487.2675454,521.6948421,558.7950949,598.917641,642.167804,689.0424075,736.7146729,775.4645359,818.5814289,861.6983219,904.8152149,947.9321079,1
228_0,0,0,0,0,0,1.686174877,2.591431812,3.540207393,5.439830872,7.427182417,10.45742725,14.59687951,19.9218695,25.48949323,32.34575244,41.64268244,48.07567101,49.19264962,50.3324237,51.48739478,52.66516133,53.87332187,55.09667939,56.3352339,57.50337569,58.70480613,59.90623657,61.10766701,62.30909745,0
228_1,6.755211354,6.755211354,7.078611101,7.538679049,8.220788623,8.818531375,9.487812952,10.19280671,10.90254266,11.77093354,12.44756521,13.09468255,13.70989175,14.35962598,14.97504408,15.48558549,16.33585418,17.55671898,18.8758639,20.30252821,21.8539067,23.53164699,25.3614119,27.20394371,28.70436261,30.37564233,32.04692206,33.71820179,35.38948151,1
229_0,0,0,0,0,0,0.388872416,0.597646402,0.816456834,1.254555623,1.71288661,2.411733833,3.366390921,4.594461481,5.878489204,7.459707214,9.603802514,11.08740415,11.34500624,11.60786551,11.87422957,12.14585082,12.42448165,12.70661727,12.99225768,13.26165923,13.53873794,13.81581665,14.09289536,14.36997407,0
229_1,1.022832197,1.022832197,1.059930386,1.133013776,1.249022721,1.344082773,1.452483941,1.567073003,1.678129315,1.819111966,1.92072043,2.014905254,2.101134023,2.192437806,2.274936051,2.33472523,2.457821452,2.651914049,2.862267387,3.090442344,3.339686016,3.609944435,3.906188585,4.202108376,4.443443066,4.712491697,4.981540328,5.250588959,5.51963759,1
230_0,0,0,0,0,0,0.121656677,0.186970514,0.2554242,0.392481088,0.535867511,0.754498167,1.053157585,1.43735296,1.839054239,2.333729925,3.004498794,3.468635714,3.549225164,3.631459297,3.714789884,3.799765155,3.886933335,3.975197971,4.064559062,4.14883991,4.235522518,4.322205126,4.408887733,4.495570341,0
231_0,0,0,0,0,0,0.232241413,0.356924891,0.48760231,0.749242574,1.022965862,1.440329654,2.010467575,2.743892806,3.510736635,4.455067704,5.735558942,6.621591804,6.775436279,6.932420438,7.091497718,7.253714682,7.42011789,7.58861422,7.759203672,7.920094992,8.085571246,8.2510475,8.416523754,8.582000008,0
232_0,0,0,0,0,0,0.348563546,0.535696905,0.731826373,1.124513695,1.535336031,2.161743707,3.017445081,4.118219042,5.269149883,6.686465525,8.608312977,9.938130744,10.16903089,10.40464328,10.64339717,10.88686331,11.13661245,11.38950309,11.64553522,11.88701174,12.13536964,12.38372755,12.63208545,12.88044335,0
233_0,0,0,0,0,0,0.197438464,0.303437279,0.414531802,0.6369635,0.869667499,1.224486501,1.709185393,2.332701886,2.984628973,3.787445637,4.87604659,5.629301427,5.760091266,5.893550285,6.028788758,6.166696411,6.308162971,6.451408985,6.596434452,6.733215118,6.873893635,7.014572151,7.155250668,7.295929185,0
234_0,0,0,0,0,0,0.165377529,0.254163786,0.347218287,0.533530538,0.728447028,1.025648944,1.431640277,1.953907393,2.499971664,3.172423391,4.084252487,4.715190458,4.824742061,4.936529412,5.049807261,5.165320857,5.283815449,5.403800539,5.525276127,5.63984574,5.757680255,5.875514769,5.993349283,6.111183797,0
235_0,0,0,0,0,0,0.419472573,0.644674869,0.880703373,1.353275915,1.847672716,2.601511843,3.631290373,4.95599713,6.341064289,8.046707476,10.35952046,11.95986589,12.23773854,12.52128207,12.80860617,13.10160115,13.40215729,13.706494,14.0146113,14.30521191,14.60409379,14.90297567,15.20185755,15.50073943,0
235_1,0.264992978,0.264992978,0.274086502,0.293170095,0.32378069,0.348607276,0.37699971,0.407029342,0.435958276,0.47289801,0.499185722,0.523421232,0.545459189,0.568805313,0.58971265,0.604438645,0.636083811,0.686771826,0.74173283,0.801378274,0.866577484,0.937303242,1.014890763,1.092295767,1.155437518,1.225839744,1.29624197,1.366644195,1.437046421,1
236_0,0,0,0,0,0,0.027293609,0.041946733,0.05730428,0.088052919,0.120221585,0.169271254,0.236275332,0.322469356,0.412590819,0.523571041,0.674057672,0.778186538,0.796266737,0.81471592,0.833411092,0.852475248,0.872031382,0.891833505,0.911881617,0.926886953,0.945582125,0.964277297,0.982972469,1.001667641,0
237_0,0,0,0,0,0,0.846450857,1.300885044,1.77716536,2.730766285,3.728406235,5.249573092,7.327556198,10.00067297,12.79559059,16.2373964,20.90440602,24.13373221,24.69444955,25.26661011,25.84639947,26.43763204,27.04412223,27.65824123,28.27998903,28.86639003,29.46950174,30.07261346,30.67572517,31.27883689,0
237_1,34.31884731,34.31884731,35.90478447,38.25854245,41.78507538,44.84370481,48.2778366,51.89715061,55.52012558,59.97749942,63.4109747,66.68030503,69.77251214,73.03938529,76.11457122,78.6241224,82.91664826,89.16346634,95.91621371,103.2226074,111.1730962,119.7745922,129.1626878,138.6047936,146.2954621,154.8630232,163.4305842,171.9981453,180.5657063,1
238_0,0,0,0,0,0,1.001848049,1.539710347,2.103429436,3.232098889,4.412892349,6.21332534,8.672798685,11.83666437,15.14469194,19.21836781,24.74217872,28.56436652,29.22802416,29.90522583,30.59145686,31.29123192,32.00906569,32.73592882,33.4718213,34.16587777,34.87971283,35.59354789,36.30738295,37.021218,0
238_1,122.3352984,122.3352984,128.8154173,136.9673583,148.6516508,159.2374546,170.9870154,183.3423153,196.0067694,211.2343278,223.5322431,235.4508614,246.9557584,259.0939085,270.8001978,280.9659065,296.6606427,318.28505,341.6168138,366.8147499,394.1564486,423.6876859,455.8162048,488.2945027,514.7234723,544.1498736,573.5762749,603.0026763,632.4290776,1
239_0,0,0,0,0,0,3.206443608,4.927887422,6.732086642,10.34442582,14.12358938,19.88592715,27.75754261,37.8835861,48.47102382,61.50894108,79.18805739,91.42107981,93.54513524,95.71253875,97.90884096,100.1484913,102.445939,104.7722854,107.1275305,109.3488783,111.633528,113.9181777,116.2028274,118.4874772,0
239_1,360.7393131,360.7393131,381.2775487,404.9034626,437.8244967,468.4911017,502.2870952,537.7752435,574.6870968,618.4457572,654.8110887,690.4139102,725.1731858,761.81816,797.6245113,829.7107394,876.6711695,939.3239576,1006.845139,1079.68352,1158.580123,1243.706485,1336.13421,1429.865301,1506.09372,1590.938842,1675.783963,1760.629084,1845.474205,1
240_0,0,0,0,0,0,1.318511418,2.026380821,2.768279811,4.253698246,5.807716005,8.177228484,11.41409029,15.57798824,19.93161464,25.29289488,32.56266774,37.59296975,38.46639579,39.35764685,40.26078126,41.18174069,42.12646681,43.08307629,44.05156911,44.96500242,45.90446592,46.84392941,47.78339291,48.72285641,0
240_1,444.4999809,444.4999809,470.2511167,499.2347047,539.3234903,576.9402492,618.3191318,661.7538672,707.1019281,760.6656704,805.5062678,849.5178626,892.6069625,938.0253124,982.5453757,1022.73706,1080.81257,1157.667208,1240.469014,1329.764943,1426.444,1530.728902,1643.899465,1758.760491,1852.159055,1956.106079,2060.053104,2164.000128,2267.947153,1
241_0,0,0,0,0,0,1.735487538,2.667218968,3.643741759,5.598920264,7.644392468,10.76325767,15.02376938,20.50449021,26.23494067,33.29171312,42.86053447,49.4816576,50.63130257,51.80440967,52.9931582,54.20536887,55.4488624,56.70799736,57.98277374,59.18507818,60.42164479,61.6582114,62.89477801,64.13134462,0
241_1,25.20197683,25.20197683,26.48348402,28.17825662,30.64262132,32.84387957,35.29617891,37.87677987,40.50192793,43.68167879,46.21134481,48.64956774,50.98849062,53.45718139,55.82065183,57.83599947,61.04380688,65.54018759,70.39450941,75.64021872,81.33739908,87.49411433,94.1992495,100.9662766,106.474559,112.6086345,118.74271,124.8767856,131.0108611,1
242_0,0,0,0,0,0,1.268075031,1.948866644,2.662386125,4.090983558,5.585556218,7.864428869,10.97747255,14.9820909,19.1691801,24.32537786,31.31706357,36.15494384,36.99495913,37.85211759,38.72070483,39.60643523,40.5150232,41.43503995,42.36648547,43.24497766,44.14850431,45.05203096,45.95555761,46.85908426,0
242_1,50.49583942,50.49583942,52.88453062,56.33187328,61.46153997,65.94075403,70.96080588,76.24970057,81.56374614,88.07805405,93.1338974,97.96196056,102.5439379,107.3836234,111.9580485,115.7319668,122.0741274,131.2225824,141.109033,151.8029358,163.4343826,176.0149544,189.7391122,203.5532353,214.8032868,227.3350043,239.8667218,252.3984393,264.9301568,1
243_0,0,0,0,0,0,0.866540304,1.331759914,1.819344145,2.795577589,3.816895268,5.374165107,7.50146653,10.23802637,13.09927784,16.62277059,21.40054581,24.70651599,25.28054126,25.86628132,26.45983126,27.06509599,27.68598046,28.3146748,28.95117901,29.55149749,30.16892331,30.78634912,31.40377493,32.02120075,0
243_1,33.59653333,33.59653333,34.89582578,37.27307997,40.99698756,44.08840705,47.60096687,51.31146761,54.93484742,59.5010418,62.84426597,65.96375005,68.84316231,71.89030917,74.67278015,76.75579538,80.83749523,87.14993451,93.98709691,101.3991503,109.4883726,118.2550554,127.8550954,137.4598385,145.2905908,154.0191116,162.7476323,171.476153,180.2046738,1
244_0,0,0,0,0,0,0.728536092,1.119665363,1.52959749,2.350357119,3.20902092,4.518281758,6.306791604,8.607530073,11.01310193,13.97544728,17.99231951,20.77178469,21.25439135,21.74684713,22.24586898,22.75473995,23.27674308,23.80531228,24.34044756,24.84516001,25.3642553,25.88335059,26.40244588,26.92154117,0
244_1,52.90561453,52.90561453,55.08489935,58.7900184,64.51129411,69.32833915,74.78039998,80.53540219,86.20093247,93.28486772,98.55902028,103.5140126,108.1260345,113.0039064,117.5055065,120.9823169,127.4732953,137.3100153,147.957545,159.4930678,172.0704193,185.6934652,200.5955178,215.5303193,227.7028159,241.2683664,254.8339169,268.3994674,281.9650179,1
245_0,0,0,0,0,0,1.977968311,3.039880425,4.152842111,6.381196414,8.712460171,12.26709044,17.12287705,23.36935931,29.9004632,37.94320161,48.84897015,56.39519071,57.70546304,59.04247562,60.39731504,61.77889471,63.19612805,64.63118822,66.08407522,67.45436456,68.86370316,70.27304175,71.68238035,73.09171895,0
245_1,317.2340992,317.2340992,339.373233,358.9739071,383.5516703,408.9554211,436.2490907,464.7626593,495.9886685,531.2074021,563.4766647,596.0905404,629.0361578,663.6924703,698.8514438,733.0852694,776.322117,828.2454889,883.9760777,943.852931,1008.306595,1077.592172,1152.279162,1228.88792,1291.061491,1360.179305,1429.297119,1498.414933,1567.532746,1
246_0,0,0,0,0,0,2.413064688,3.708567054,5.066348434,7.784876862,10.62895188,14.965499,20.88941958,28.50994904,36.47770873,46.28961924,59.59434451,68.80051746,70.39901217,72.03012923,73.68299452,75.36848214,77.09746622,78.84819853,80.62067906,82.29239281,84.01174553,85.73109826,87.45045098,89.1698037,0
246_1,280.3548823,280.3548823,297.7893722,315.7259309,339.7316367,362.9996699,388.3883983,414.9953515,443.2362475,476.06565,504.4322022,532.5728172,560.4456068,589.8028305,618.9562243,646.0659149,683.2626798,730.8081827,781.9660246,837.0649095,896.6008751,960.7448887,1030.195092,1100.938359,1158.424648,1222.378826,1286.333004,1350.287182,1414.24136,1
247_0,0,0,0,0,0,2.0605257,3.166760411,4.326175424,6.647537847,9.076105008,12.77910014,17.83755989,24.34476083,31.14846306,39.52689314,50.88785187,58.7490402,60.1140013,61.50681876,62.91820711,64.35745181,65.83383831,67.32879571,68.84232401,70.26980715,71.73796939,73.20613164,74.67429388,76.14245613,0
247_1,213.9134218,213.9134218,227.379623,241.0182308,259.1594535,276.8504476,296.1249831,316.3182816,337.8168575,362.7351697,384.3907297,405.9146056,427.277178,449.7744893,472.1660066,493.092247,521.5515181,557.7019286,596.5895786,638.4630412,683.6919317,732.4108801,785.1376229,838.8820869,882.5497137,931.1270062,979.7042986,1028.281591,1076.858883,1
248_0,0,0,0,0,0,0.80829008,1.242236885,1.697044925,2.607654396,3.560317469,5.012905142,6.997205964,9.549809878,12.21872346,15.50536139,19.96196693,23.04570451,23.58114288,24.12750856,24.68115912,25.245737,25.82488462,26.41131712,27.00503449,27.56499861,28.14092008,28.71684154,29.29276301,29.86868447,0
248_1,5.22993151,5.22993151,5.424343573,5.796670807,6.384782218,6.869030323,7.420495764,8.003290506,8.569712826,9.286805249,9.806683605,10.28977906,10.73343691,11.20310495,11.62918471,11.94186585,12.57352611,13.56228281,14.63363476,15.79549859,17.06422128,18.43964759,19.94676331,21.45311864,22.68147802,24.05081058,25.42014315,26.78947572,28.15880829,1
249_0,0,0,0,0,0,0.538280491,0.827267211,1.130146463,1.736566516,2.370992151,3.338342394,4.659786819,6.359692487,8.137054534,10.32578989,13.29366476,15.34727871,15.7038537,16.06770573,16.43640913,16.81238956,17.19807271,17.58860723,17.9839931,18.35690101,18.7404357,19.1239704,19.50750509,19.89103979,0
249_1,2.090973982,2.090973982,2.172402651,2.320195174,2.551358578,2.743545476,2.961824076,3.192385015,3.417725583,3.701464514,3.909579421,4.103909541,4.283446495,4.473430123,4.647112305,4.777586184,5.031890261,5.424323936,5.849349701,6.310082209,6.812856445,7.357704971,7.954278918,8.551252769,9.037949568,9.580433968,10.12291837,10.66540277,11.20788717,1
250_0,0,0,0,0,0,0.117741982,0.180954135,0.247205103,0.379851743,0.518624247,0.730219756,1.019268845,1.391101496,1.779876741,2.258634643,2.90781936,3.357021179,3.435017404,3.514605388,3.595254546,3.677495463,3.761858726,3.847283163,3.933768772,4.015337613,4.099230929,4.183124244,4.267017559,4.350910874,0
252_0,0,0,0,0,0,0.126825891,0.194914925,0.26627722,0.409157679,0.558636618,0.786556929,1.097906439,1.498426346,1.917195983,2.432890528,3.132160486,3.616018667,3.700032378,3.785760653,3.872631973,3.961217857,4.05208983,4.144104845,4.237262905,4.325124862,4.415490629,4.505856397,4.596222164,4.686587931,0
252_1,0.155679927,0.155679927,0.161022254,0.172233616,0.190216943,0.204802239,0.221482425,0.239124442,0.256119815,0.277821428,0.293265117,0.307503163,0.320450176,0.334165721,0.346448509,0.35509984,0.373690963,0.403469512,0.435758387,0.470799309,0.509102997,0.550653459,0.596235118,0.641709551,0.678804508,0.7201649,0.761525292,0.802885683,0.844246075,1
253_0,0,0,0,0,0,0.164277847,0.252473717,0.34490945,0.529982814,0.723603201,1.018828866,1.42212055,1.940914837,2.48334804,3.151328284,4.057094149,4.683836682,4.79265982,4.903703838,5.016228443,5.130973928,5.248680587,5.367867834,5.488535667,5.602343447,5.719394417,5.836445388,5.953496359,6.070547329,0
253_1,105.1459577,105.1459577,111.4464124,118.2421604,127.5009306,136.318928,145.9826568,156.1189466,166.782702,179.2858815,189.9077195,200.3855014,210.700105,221.5683771,232.2877378,242.1035124,255.9406559,273.95784,293.3575173,314.2662176,336.8828979,361.2655872,387.6979083,414.5698677,436.4139507,460.720794,485.0276372,509.3344804,533.6413237,1
254_0,0,0,0,0,0,0.0782274,0.120225355,0.164242288,0.252372296,0.344572308,0.485155695,0.677198994,0.924243431,1.182544473,1.500629707,1.931945979,2.230394245,2.28221469,2.335092695,2.38867574,2.443316345,2.49936703,2.556122755,2.613583521,2.6677776,2.723516054,2.779254507,2.83499296,2.890731413,0
255_0,0,0,0,0,0,0.006211011,0.009545517,0.013040323,0.02003757,0.027357962,0.038519843,0.053767479,0.073382033,0.093890327,0.119145298,0.153390459,0.177086317,0.181200698,0.185399046,0.189653372,0.193991665,0.198441914,0.202948141,0.207510345,0.210925002,0.215179328,0.219433654,0.223687979,0.227942305,0
256_0,0,0,0,0,0,0.013930564,0.021409468,0.029247907,0.044941907,0.061360683,0.086395465,0.120594116,0.164587249,0.210584934,0.267228857,0.344036715,0.39718373,0.406411801,0.415828201,0.425370152,0.435100432,0.445081815,0.455188751,0.465421238,0.47307991,0.482621861,0.492163813,0.501705764,0.511247716,0
257_0,0,0,0,0,0,0.863782205,1.327521073,1.813553379,2.786679582,3.804746523,5.35705975,7.477590213,10.20543989,13.05758433,16.56986219,21.3324303,24.62787795,25.20007616,25.78395188,26.37561262,26.97895086,27.59785913,28.2245524,28.85903069,29.45743843,30.07289905,30.68835966,31.30382028,31.9192809,0
